OrderNr;ArticleAmount_[#];CostOfOrder_[€];SalesOfOrder_[€];CostOfTransport_[€];TotalMass_[kG];Distance_[kM];OriginWarehouse;Date;Time
5070;5;17,43;18,95;1,17;3,7;70; Tilburg;30-4-2021;17:30
5071;5;11,97;13,95;0,68;3,2;51; Eindhoven;30-4-2021;12:30
5072;9;12,2;13,95;1;3;67; Groningen;31-12-2021;12:30
5073;6;8,85;10,95;1,12;2,7;87; Den Haag ('s-Gravenhage);31-8-2021;17:30
5074;7;14,76;16,95;0,79;1,8;56; Utrecht;30-11-2021;12:30
5075;8;10,28;11,95;1,4;2,4;91; Den Haag ('s-Gravenhage);30-11-2021;12:30
5076;6;20,05;22,95;0,93;2,7;60; Den Haag ('s-Gravenhage);1-11-2021;17:30
5077;10;16,01;17,95;1,15;2;70; Amsterdam;30-9-2021;8:30
5078;11;16,4;18,95;0,84;2,4;58; Breda;31-3-2021;12:30
5079;7;17,04;18,95;0,73;2;51; Eindhoven;30-4-2021;17:30
5080;11;17,17;18,95;0,89;3,2;56; Rotterdam;31-12-2021;17:30
5081;8;11,15;12,95;0,66;3,2;50; Utrecht;30-11-2021;12:30
5082;9;12,65;14,95;0,78;2,9;55; Utrecht;1-11-2021;8:30
5083;8;15,72;17,95;0,99;2,6;66; Den Haag ('s-Gravenhage);31-3-2021;12:30
5084;5;17,75;19,95;0,96;3,1;64; Eindhoven;30-4-2021;17:30
5085;5;10,8;12,95;0,77;3,5;55; Rotterdam;1-11-2021;12:30
5086;8;17,18;18,95;0,99;3;73; Groningen;31-3-2021;12:30
5087;5;16,69;18,95;0,99;3,1;64; Eindhoven;30-4-2021;8:30
5088;7;18,86;21,95;1,25;2,1;80; Groningen;30-11-2021;12:30
5089;6;18,26;20,95;0,98;3,1;75; Groningen;30-11-2021;17:30
5090;12;18,86;21,95;0,74;2,3;58; Utrecht;1-11-2021;8:30
5091;8;9,44;10,95;0,98;2,9;70; Utrecht;1-3-2021;12:30
5092;7;13,38;14,95;1,12;2,3;68; Groningen;30-11-2021;17:30
5093;9;10,62;11,95;1,01;3,1;69; Amsterdam;31-12-2021;8:30
5094;10;14,89;16,95;1,2;3,3;73; Tilburg;31-12-2021;8:30
5095;10;9,55;10,95;0,92;3,2;66; Breda;31-12-2021;17:30
5096;12;12,76;14,95;1,05;2,5;71; Rotterdam;30-9-2021;17:30
5097;11;13,9;15,95;1,16;3,1;74; Den Haag ('s-Gravenhage);30-4-2021;8:30
5098;8;17,18;19,95;0,84;2,5;58; Rotterdam;31-12-2021;12:30
5099;8;15,7;17,95;1,37;3,5;82; Den Haag ('s-Gravenhage);31-8-2021;8:30
5100;12;9,97;11,95;0,67;2,8;51; Groningen;1-11-2021;17:30
5101;4;11,58;13,95;0,96;2,9;60; Breda;31-8-2021;12:30
5102;9;16,5;17,95;1,2;2,4;78; Utrecht;31-8-2021;8:30
5103;5;8,74;9,95;0,59;3,4;38; Rotterdam;31-12-2021;12:30
5104;8;15,49;17,95;1,05;2,8;65; Den Haag ('s-Gravenhage);31-8-2021;8:30
5105;9;21,16;23,95;0,95;3,3;66; Groningen;30-4-2021;12:30
5106;10;10,35;11,95;0,98;3,3;59; Den Haag ('s-Gravenhage);1-11-2021;8:30
5107;11;19,32;21,95;1,12;2,9;69; Den Haag ('s-Gravenhage);30-11-2021;8:30
5108;2;16,97;18,95;0,65;3,3;41; Tilburg;1-3-2021;17:30
5109;5;18,15;19,95;1,47;2,2;98; Utrecht;30-11-2021;17:30
5110;10;13,31;15,95;0,89;2,4;59; Eindhoven;30-4-2021;8:30
5111;6;10,93;12,95;0,93;1,8;62; Den Haag ('s-Gravenhage);30-4-2021;12:30
5112;13;22,76;25,95;1,17;2,6;77; Groningen;1-3-2021;8:30
5113;4;15,64;17,95;0,61;3,2;44; Utrecht;30-4-2021;8:30
5114;6;10,93;12,95;0,96;3;60; Rotterdam;1-2-2021;12:30
5115;12;11,33;12,95;0,94;3,2;58; Utrecht;31-12-2021;12:30
5116;7;19,12;21,95;1,28;3,2;89; Den Haag ('s-Gravenhage);31-12-2021;12:30
5117;5;12,29;13,95;0,85;2,4;51; Rotterdam;31-12-2021;12:30
5118;9;20,53;22,95;1,09;1,9;69; Den Haag ('s-Gravenhage);31-12-2021;12:30
5119;11;19,51;22,95;0,97;3,9;72; Rotterdam;31-8-2021;17:30
5120;12;9,38;10,95;1,17;2,3;78; Tilburg;30-11-2021;12:30
5121;6;8,61;9,95;1,22;3;90; Utrecht;31-12-2021;12:30
5122;9;21,69;23,95;1,04;2;67; Den Haag ('s-Gravenhage);30-6-2021;8:30
5123;9;11,29;12,95;0,81;2,7;54; Amsterdam;30-9-2021;12:30
5124;6;11,41;12,95;0,82;3,5;63; Amsterdam;31-8-2021;12:30
5125;7;14,46;16,95;0,95;4,1;71; Rotterdam;1-3-2021;17:30
5126;12;15,4;16,95;1,22;2,7;85; Tilburg;31-12-2021;8:30
5127;9;15,56;17,95;1,14;2,4;71; Amsterdam;30-9-2021;17:30
5128;7;15,73;17,95;1,21;2,2;74; Den Haag ('s-Gravenhage);31-12-2021;8:30
5129;7;7,92;9,95;0,97;3,5;65; Rotterdam;30-9-2021;12:30
5130;9;17,67;19,95;0,88;2,4;53; Eindhoven;31-5-2021;8:30
5131;5;14,68;16,95;1,44;2,4;89; Groningen;30-9-2021;17:30
5132;6;18;19,95;0,9;2,2;61; Groningen;1-11-2021;8:30
5133;11;13,66;15,95;1,1;2,8;68; Rotterdam;30-6-2021;17:30
5134;11;14,3;15,95;0,92;3,5;57; Eindhoven;31-12-2021;8:30
5135;9;11,99;13,95;1,15;2,4;75; Breda;31-12-2021;12:30
5136;7;20,31;23,95;0,77;3,1;47; Den Haag ('s-Gravenhage);30-4-2021;12:30
5137;9;12,02;13,95;0,88;2,7;69; Den Haag ('s-Gravenhage);1-3-2021;17:30
5138;9;9,46;10,95;1,04;2,2;72; Breda;30-4-2021;12:30
5139;8;19,5;21,95;1,19;2,4;84; Eindhoven;31-12-2021;17:30
5140;11;18,33;20,95;0,9;2,3;67; Den Haag ('s-Gravenhage);30-11-2021;8:30
5141;6;11,82;13,95;1,32;3,6;86; Rotterdam;31-3-2021;17:30
5142;9;10,26;11,95;0,59;3,3;41; Eindhoven;1-11-2021;12:30
5143;8;17,56;20,95;0,91;2,1;62; Den Haag ('s-Gravenhage);31-12-2021;8:30
5144;12;9,47;10,95;1,04;1,8;74; Amsterdam;31-8-2021;12:30
5145;7;21,5;23,95;1,26;2,5;98; Eindhoven;1-11-2021;12:30
5146;6;7,13;7,95;1,06;2;67; Nijmegen;30-11-2021;12:30
5147;11;16,23;17,95;0,94;3,3;57; Utrecht;30-11-2021;8:30
5148;8;18,15;20,95;1,35;2,8;87; Den Haag ('s-Gravenhage);30-4-2021;8:30
5149;8;13,44;14,95;1,5;2,7;90; Amsterdam;31-12-2021;8:30
5150;7;16,18;18,95;1,26;2,7;83; Eindhoven;31-8-2021;8:30
5151;3;12,8;14,95;0,89;2,7;62; Utrecht;30-9-2021;8:30
5152;7;13,71;14,95;0,76;3,2;50; Groningen;30-11-2021;12:30
5153;15;16,62;18,95;1,22;2,3;92; Eindhoven;30-9-2021;12:30
5154;9;15,98;17,95;1,12;3,3;68; Nijmegen;1-11-2021;12:30
5155;6;14,41;15,95;1,12;3,3;87; Amsterdam;30-11-2021;17:30
5156;7;15,76;17,95;0,86;2,8;61; Den Haag ('s-Gravenhage);30-4-2021;8:30
5157;5;11,46;13,95;0,92;3,3;71; Rotterdam;30-11-2021;12:30
5158;10;16,99;18,95;1,01;2,9;70; Den Haag ('s-Gravenhage);30-11-2021;12:30
5159;8;19,51;22,95;1,13;2,4;79; Rotterdam;30-9-2021;17:30
5160;6;13,94;15,95;0,71;2,9;47; Den Haag ('s-Gravenhage);30-9-2021;17:30
5161;10;11,29;12,95;1,06;2,2;81; Den Haag ('s-Gravenhage);31-8-2021;17:30
5162;11;11,17;12,95;1,17;3,1;73; Breda;1-11-2021;12:30
5163;11;12,99;14,95;1,28;2,5;83; Den Haag ('s-Gravenhage);31-12-2021;8:30
5164;5;14,5;16,95;1,05;3,7;76; Den Haag ('s-Gravenhage);31-5-2021;8:30
5165;10;16,4;17,95;1,31;2,6;80; Rotterdam;1-11-2021;12:30
5166;8;9,77;10,95;1,02;3,2;78; Tilburg;31-12-2021;8:30
5167;7;17,34;19,95;1,07;2,1;70; Eindhoven;31-12-2021;12:30
5168;11;14,37;16,95;0,9;3,2;61; Den Haag ('s-Gravenhage);30-11-2021;17:30
5169;9;14,63;15,95;1,09;2,3;78; Utrecht;1-11-2021;8:30
5170;8;8,65;9,95;1,05;3,6;74; Breda;30-4-2021;12:30
5171;6;9,76;10,95;1,27;2,5;85; Den Haag ('s-Gravenhage);30-9-2021;17:30
5172;10;20,44;22,95;0,87;2,9;55; Den Haag ('s-Gravenhage);30-4-2021;8:30
5173;9;16,64;18,95;1,13;3,1;87; Tilburg;30-11-2021;8:30
5174;7;20,61;22,95;1,13;3,3;80; Rotterdam;31-8-2021;12:30
5175;5;11,64;13,95;1,04;2,9;75; Amsterdam;31-7-2021;8:30
5176;8;17,12;18,95;1,14;2,4;86; Tilburg;1-11-2021;17:30
5177;8;13,92;15,95;0,92;1,6;64; Utrecht;30-11-2021;8:30
5178;8;14,19;15,95;1,36;2,9;90; Den Haag ('s-Gravenhage);31-3-2021;17:30
5179;9;9,87;11,95;0,83;3,1;52; Tilburg;30-6-2021;12:30
5180;6;16,87;18,95;1,51;2,5;93; Tilburg;30-11-2021;8:30
5181;8;12,74;13,95;0,76;2,5;53; Breda;1-11-2021;17:30
5182;7;7,78;8,95;0,92;3,3;71; Tilburg;30-11-2021;8:30
5183;8;21,21;24,95;0,98;2,4;59; Groningen;30-11-2021;8:30
5184;5;16,69;18,95;1,24;3,3;75; Den Haag ('s-Gravenhage);31-12-2021;17:30
5185;5;24,33;26,95;0,83;3,4;62; Tilburg;30-11-2021;12:30
5186;12;13,45;15,95;1,21;2,8;75; Breda;30-4-2021;8:30
5187;9;14,51;15,95;0,94;3,3;69; Tilburg;1-11-2021;8:30
5188;10;16,7;18,95;1,17;2;78; Den Haag ('s-Gravenhage);31-12-2021;8:30
5189;6;15,17;16,95;0,86;3;55; Eindhoven;30-11-2021;17:30
5190;13;20,4;22,95;0,98;3,1;63; Utrecht;31-12-2021;12:30
5191;11;13,28;15,95;0,89;2,4;59; Rotterdam;31-12-2021;8:30
5192;9;16,41;18,95;0,99;3;72; Den Haag ('s-Gravenhage);31-12-2021;8:30
5193;10;11,05;12,95;0,9;2,6;68; Den Haag ('s-Gravenhage);30-9-2021;17:30
5194;6;11,71;12,95;1,14;2,6;74; Tilburg;31-12-2021;8:30
5195;6;13,44;15,95;0,9;3,2;64; Den Haag ('s-Gravenhage);1-11-2021;12:30
5196;11;7,58;8,95;1,18;3,3;90; Den Haag ('s-Gravenhage);1-11-2021;8:30
5197;5;9,74;11,95;1,06;2,9;71; Rotterdam;30-9-2021;8:30
5198;4;18,03;20,95;0,61;2,6;48; Breda;31-8-2021;17:30
5199;10;23,5;26,95;1,03;2,4;80; Den Haag ('s-Gravenhage);30-9-2021;17:30
5200;8;18,03;20,95;1,32;2,5;92; Eindhoven;30-11-2021;12:30
5201;12;17,99;19,95;0,9;2,3;58; Tilburg;31-5-2021;12:30
5202;11;14,5;16,95;0,89;2,2;54; Den Haag ('s-Gravenhage);30-9-2021;8:30
5203;5;11,5;13,95;1,19;2,9;88; Rotterdam;30-11-2021;17:30
5204;4;13,18;14,95;1,02;2;78; Amsterdam;31-12-2021;12:30
5205;10;11,91;12,95;0,94;3,4;58; Amsterdam;1-11-2021;12:30
5206;13;12,58;13,95;0,81;2,9;61; Tilburg;30-11-2021;12:30
5207;11;15,24;17,95;1,17;2,7;76; Den Haag ('s-Gravenhage);31-12-2021;17:30
5208;8;19,1;21,95;1,26;3,1;83; Amsterdam;30-11-2021;8:30
5209;8;19,51;21,95;0,81;3,1;60; Rotterdam;31-12-2021;17:30
5210;8;16,22;18,95;0,91;3,2;68; Den Haag ('s-Gravenhage);1-11-2021;8:30
5211;15;18,63;21,95;0,57;3,3;45; Utrecht;1-11-2021;12:30
5212;9;13,04;14,95;1,09;2,6;65; Amsterdam;31-5-2021;8:30
5213;5;14,15;15,95;1,05;2,6;65; Den Haag ('s-Gravenhage);31-12-2021;8:30
5214;11;15,49;16,95;1,14;2,8;70; Den Haag ('s-Gravenhage);1-11-2021;12:30
5215;8;21,57;24,95;1,08;2,5;78; Amsterdam;1-11-2021;17:30
5216;9;15,43;17,95;1,45;2,3;93; Rotterdam;31-12-2021;12:30
5217;10;11,19;12,95;1,09;2,9;71; Eindhoven;30-9-2021;17:30
5218;8;17,07;18,95;1,09;2,7;67; Utrecht;30-11-2021;12:30
5219;7;11,17;12,95;1,19;3,3;77; Utrecht;31-8-2021;17:30
5220;10;20,59;23,95;0,78;2;54; Den Haag ('s-Gravenhage);30-11-2021;8:30
5221;4;11,57;13,95;0,8;3,4;56; Utrecht;31-3-2021;8:30
5222;5;11,9;13,95;0,82;3;53; Rotterdam;30-11-2021;17:30
5223;11;19,29;21,95;1,53;3,1;92; Utrecht;1-2-2021;8:30
5224;5;15,64;17,95;1,29;3,2;80; Den Haag ('s-Gravenhage);30-6-2021;17:30
5225;4;20,06;22,95;1,04;2;80; Den Haag ('s-Gravenhage);30-11-2021;8:30
5226;4;9,06;9,95;0,8;3,1;62; Eindhoven;31-12-2021;17:30
5227;8;13,08;14,95;0,96;3,3;68; Rotterdam;31-3-2021;12:30
5228;9;21,7;23,95;0,9;2,8;60; Utrecht;31-12-2021;8:30
5229;9;15,5;16,95;1,08;2,4;74; Rotterdam;1-3-2021;17:30
5230;4;9,6;10,95;1,24;2,5;89; Eindhoven;31-12-2021;17:30
5231;8;16,58;17,95;1,1;2,6;68; Rotterdam;1-3-2021;17:30
5232;7;7,15;7,95;1,01;2,3;71; Breda;30-11-2021;12:30
5233;13;14,94;17,95;0,97;3,8;68; Groningen;31-12-2021;12:30
5234;5;10,47;11,95;0,94;3,6;61; Utrecht;31-12-2021;8:30
5235;6;16,04;17,95;1,09;1,9;69; Den Haag ('s-Gravenhage);30-6-2021;12:30
5236;4;18,93;20,95;1,14;1,9;82; Den Haag ('s-Gravenhage);30-11-2021;12:30
5237;12;12,84;14,95;0,74;3,3;53; Den Haag ('s-Gravenhage);30-4-2021;17:30
5238;7;15,32;17,95;1,11;3,3;76; Eindhoven;31-12-2021;12:30
5239;9;14,6;16,95;1,03;2,2;75; Eindhoven;30-11-2021;8:30
5240;9;15,56;17,95;1,09;2,5;73; Eindhoven;31-12-2021;17:30
5241;8;7,84;8,95;1,08;3,2;65; Den Haag ('s-Gravenhage);1-11-2021;8:30
5242;13;17,37;19,95;1,23;3,1;80; Den Haag ('s-Gravenhage);30-11-2021;12:30
5243;7;12,09;13,95;1,12;1,9;74; Den Haag ('s-Gravenhage);31-12-2021;17:30
5244;10;20,44;22,95;1,01;1,8;68; Eindhoven;30-11-2021;8:30
5245;3;12,45;13,95;1,18;3;74; Utrecht;31-12-2021;12:30
5246;7;8,76;10,95;1,2;2,5;74; Den Haag ('s-Gravenhage);30-11-2021;17:30
5247;5;12,2;13,95;1,4;2,9;89; Den Haag ('s-Gravenhage);30-6-2021;8:30
5248;10;19,11;21,95;0,8;3,7;53; Utrecht;30-11-2021;8:30
5249;9;11,9;12,95;0,76;2,7;46; Eindhoven;30-11-2021;8:30
5250;8;17,12;18,95;0,96;2,7;68; Utrecht;31-12-2021;12:30
5251;12;8,11;8,95;0,58;2,5;46; Den Haag ('s-Gravenhage);1-2-2021;12:30
5252;8;12,42;13,95;1,41;2,6;95; Den Haag ('s-Gravenhage);1-11-2021;8:30
5253;6;12,33;14,95;0,7;2,4;49; Rotterdam;30-11-2021;17:30
5254;8;15,24;16,95;1,18;2,8;83; Eindhoven;1-11-2021;12:30
5255;7;20,31;23,95;0,96;2,6;58; Utrecht;31-12-2021;8:30
5256;7;11,57;12,95;0,87;4;67; Rotterdam;30-9-2021;12:30
5257;8;20,31;22,95;1,29;2,4;83; Eindhoven;30-4-2021;8:30
5258;6;14,67;16,95;0,98;2,5;76; Eindhoven;31-12-2021;12:30
5259;11;11,08;12,95;0,78;2,8;53; Tilburg;31-3-2021;8:30
5260;7;13,31;14,95;1,32;3,4;82; Rotterdam;30-4-2021;17:30
5261;5;10,78;11,95;0,83;2,4;59; Utrecht;30-4-2021;8:30
5262;3;13,03;14,95;0,97;2,1;69; Rotterdam;31-8-2021;12:30
5263;12;13,8;15,95;1,43;3,1;90; Utrecht;31-12-2021;8:30
5264;8;13,61;15,95;1,17;2,6;73; Utrecht;30-11-2021;8:30
5265;6;16,24;17,95;0,94;3;69; Utrecht;31-12-2021;12:30
5266;12;20,44;23,95;0,89;2,6;69; Breda;1-11-2021;17:30
5267;12;15,98;17,95;0,95;2,7;62; Rotterdam;31-8-2021;12:30
5268;9;13,21;15,95;1,2;2,4;80; Groningen;30-11-2021;12:30
5269;4;10,84;11,95;0,79;2,5;48; Eindhoven;30-11-2021;12:30
5270;8;10,09;11,95;0,94;2,8;72; Eindhoven;30-11-2021;17:30
5271;4;13,98;15,95;1,07;2,7;65; Rotterdam;31-5-2021;17:30
5272;5;23,78;25,95;1,12;2,8;78; Den Haag ('s-Gravenhage);30-11-2021;17:30
5273;9;11,2;12,95;0,85;1,9;66; Rotterdam;31-3-2021;17:30
5274;14;18,98;21,95;1,09;3,2;73; Den Haag ('s-Gravenhage);1-11-2021;17:30
5275;10;13,6;14,95;1,13;2,3;73; Amsterdam;31-5-2021;17:30
5276;8;17,51;19,95;0,83;3,2;64; Rotterdam;30-11-2021;8:30
5277;7;20,61;23,95;1,15;2,5;81; Den Haag ('s-Gravenhage);30-11-2021;8:30
5278;8;10,5;11,95;0,73;2,4;51; Tilburg;1-11-2021;8:30
5279;11;15,7;16,95;1,27;2,7;79; Den Haag ('s-Gravenhage);1-11-2021;8:30
5280;11;17,85;19,95;0,61;1,9;46; Den Haag ('s-Gravenhage);31-12-2021;17:30
5281;7;20,44;23,95;1,18;3,4;76; Den Haag ('s-Gravenhage);30-4-2021;8:30
5282;9;10,2;11,95;0,8;2,8;52; Den Haag ('s-Gravenhage);1-11-2021;12:30
5283;8;7,76;8,95;1,39;3,4;87; Eindhoven;30-9-2021;8:30
5284;8;9,18;9,95;0,69;2;43; Rotterdam;1-11-2021;17:30
5285;6;21,04;23,95;0,72;2,7;48; Amsterdam;31-12-2021;12:30
5286;7;12,42;13,95;1,39;3,2;91; Utrecht;31-8-2021;17:30
5287;9;15,13;16,95;1,08;3,4;74; Rotterdam;30-11-2021;12:30
5288;7;19,98;22,95;0,83;2;58; Utrecht;31-8-2021;12:30
5289;10;19,71;22,95;0,97;2,4;68; Rotterdam;1-11-2021;17:30
5290;9;7,67;8,95;1,03;2,7;69; Utrecht;31-12-2021;12:30
5291;12;23;25,95;0,62;3,3;47; Utrecht;31-8-2021;8:30
5292;4;8,4;9,95;1,12;2,7;81; Groningen;31-8-2021;12:30
5293;8;14,6;16,95;0,77;2,7;59; Den Haag ('s-Gravenhage);1-2-2021;12:30
5294;8;13,8;15,95;1,2;3,5;82; Eindhoven;1-11-2021;17:30
5295;6;20,92;23,95;0,74;2,9;46; Den Haag ('s-Gravenhage);31-12-2021;12:30
5296;10;20,18;22,95;0,79;2,5;56; Tilburg;30-11-2021;12:30
5297;11;16,07;17,95;1,09;1,7;74; Amsterdam;30-11-2021;8:30
5298;5;13,52;15,95;1,44;2,2;91; Breda;31-12-2021;17:30
5299;8;19,14;20,95;1,19;2,8;72; Den Haag ('s-Gravenhage);1-11-2021;17:30
5300;7;6,64;7,95;0,81;1,9;50; Den Haag ('s-Gravenhage);30-11-2021;12:30
5301;8;19,97;22,95;1,13;2,5;74; Rotterdam;31-12-2021;17:30
5302;8;12,32;13,95;1,14;2,5;75; Den Haag ('s-Gravenhage);1-11-2021;8:30
5303;10;19,51;22,95;0,98;2,9;63; Rotterdam;31-8-2021;8:30
5304;11;12,3;13,95;1,17;1,8;73; Rotterdam;30-11-2021;12:30
5305;12;22,54;24,95;1,07;2,9;77; Groningen;31-8-2021;8:30
5306;8;19,84;22,95;1,21;2,6;81; Rotterdam;31-12-2021;12:30
5307;8;10,09;11,95;1,14;3,1;68; Utrecht;30-9-2021;8:30
5308;12;20,25;23,95;1,35;2;88; Den Haag ('s-Gravenhage);31-12-2021;8:30
5309;7;19,55;21,95;0,82;2,8;49; Den Haag ('s-Gravenhage);31-12-2021;12:30
5310;7;6,89;7,95;0,63;2,9;39; Eindhoven;31-12-2021;12:30
5311;3;20,25;22,95;0,7;2,8;47; Breda;30-9-2021;12:30
5312;11;15,52;17,95;0,69;3,2;53; Utrecht;30-11-2021;8:30
5313;9;13,92;15,95;0,73;3,4;44; Rotterdam;1-2-2021;17:30
5314;11;8,88;9,95;0,9;3,5;58; Rotterdam;30-4-2021;17:30
5315;12;25,69;29,95;0,76;2,2;55; Rotterdam;31-12-2021;8:30
5316;3;9,83;11,95;0,76;2,4;58; Rotterdam;31-12-2021;17:30
5317;11;13;14,95;0,63;2,9;48; Den Haag ('s-Gravenhage);1-11-2021;8:30
5318;6;23,41;26,95;1,12;3,1;85; Rotterdam;31-12-2021;12:30
5319;11;17,56;19,95;1,2;2,4;84; Den Haag ('s-Gravenhage);30-6-2021;12:30
5320;9;21,37;23,95;1,23;2,3;83; Den Haag ('s-Gravenhage);1-11-2021;12:30
5321;7;18,27;19,95;0,83;2,5;63; Utrecht;1-11-2021;8:30
5322;8;7,92;9,95;0,76;3,3;56; Utrecht;30-11-2021;12:30
5323;12;15,4;16,95;0,88;2,9;53; Utrecht;1-3-2021;8:30
5324;4;17,6;20,95;0,96;3,3;66; Rotterdam;31-12-2021;17:30
5325;6;8,95;9,95;0,96;2,8;59; Tilburg;30-11-2021;8:30
5326;8;8,22;9,95;0,89;3;63; Eindhoven;31-12-2021;17:30
5327;11;21,03;23,95;1,05;1,9;72; Den Haag ('s-Gravenhage);30-9-2021;17:30
5328;5;13,97;15,95;1,16;3,3;84; Tilburg;30-11-2021;12:30
5329;6;13,98;15,95;1,22;2,6;73; Den Haag ('s-Gravenhage);30-4-2021;17:30
5330;8;14,9;16,95;1,2;3,3;72; Tilburg;31-12-2021;17:30
5331;3;18,66;20,95;0,65;3;50; Utrecht;31-12-2021;8:30
5332;7;18,65;20,95;1,15;1,7;75; Den Haag ('s-Gravenhage);31-3-2021;12:30
5333;8;15,56;17,95;1,03;3,4;67; Den Haag ('s-Gravenhage);30-9-2021;8:30
5334;4;14,15;15,95;1,42;2,6;88; Utrecht;30-11-2021;8:30
5335;3;12,62;13,95;1,07;2,7;69; Rotterdam;30-4-2021;12:30
5336;8;22,85;25,95;1,38;2,8;86; Groningen;31-12-2021;8:30
5337;9;13,85;15,95;0,84;3,4;55; Tilburg;31-12-2021;8:30
5338;9;12,1;13,95;1,19;3,1;91; Eindhoven;31-12-2021;17:30
5339;7;9,66;11,95;1,16;2,8;74; Den Haag ('s-Gravenhage);30-4-2021;12:30
5340;4;14,95;17,95;1,09;3,3;79; Den Haag ('s-Gravenhage);1-2-2021;17:30
5341;12;21,25;24,95;0,98;2,8;71; Utrecht;1-3-2021;8:30
5342;9;9,75;10,95;0,71;2,9;55; Amsterdam;30-4-2021;8:30
5343;7;20,9;23,95;1,12;2,9;77; Utrecht;30-11-2021;12:30
5344;9;14,12;15,95;0,77;2,6;56; Rotterdam;1-3-2021;17:30
5345;9;17,84;19,95;0,74;3;54; Breda;31-12-2021;12:30
5346;11;18,32;20,95;0,95;3,1;74; Den Haag ('s-Gravenhage);31-12-2021;17:30
5347;5;13,59;14,95;1,04;2,8;66; Rotterdam;1-11-2021;8:30
5348;5;9,27;10,95;1,01;3,3;71; Den Haag ('s-Gravenhage);31-12-2021;8:30
5349;9;19,04;21,95;0,92;3,8;59; Utrecht;31-5-2021;17:30
5350;9;19,08;21,95;1,06;2,8;72; Utrecht;1-11-2021;8:30
5351;13;8,46;9,95;1,07;3,4;71; Eindhoven;31-3-2021;12:30
5352;5;17,26;18,95;1,09;2,2;65; Utrecht;31-3-2021;12:30
5353;8;14,11;15,95;1,06;2,6;70; Utrecht;31-12-2021;12:30
5354;10;16,94;18,95;1,09;1,8;66; Rotterdam;31-12-2021;17:30
5355;5;13,75;15,95;0,79;1,7;54; Utrecht;30-9-2021;8:30
5356;7;11,57;12,95;0,92;2,8;69; Rotterdam;30-11-2021;12:30
5357;6;22,18;24,95;1,15;2,8;84; Den Haag ('s-Gravenhage);30-4-2021;8:30
5358;4;18,95;20,95;0,78;1,6;61; Nijmegen;1-11-2021;12:30
5359;10;12,49;13,95;0,96;2,3;59; Den Haag ('s-Gravenhage);30-11-2021;12:30
5360;6;18,31;20,95;0,94;3,5;57; Utrecht;31-12-2021;8:30
5361;10;13,02;14,95;1,11;3,3;78; Rotterdam;1-11-2021;17:30
5362;8;13,25;14,95;1,11;2,5;67; Amsterdam;1-3-2021;12:30
5363;11;11,41;13,95;1,42;2,4;91; Den Haag ('s-Gravenhage);31-12-2021;8:30
5364;8;9,84;10,95;0,92;3;59; Den Haag ('s-Gravenhage);30-11-2021;17:30
5365;13;9,18;10,95;0,82;2,6;61; Tilburg;31-12-2021;8:30
5366;8;15,49;17,95;0,94;2,9;68; Den Haag ('s-Gravenhage);31-12-2021;8:30
5367;4;10,68;12,95;1,05;2,4;66; Den Haag ('s-Gravenhage);31-12-2021;12:30
5368;6;8,4;9,95;0,78;2,2;50; Eindhoven;31-3-2021;17:30
5369;11;16,48;18,95;1,12;2,4;75; Den Haag ('s-Gravenhage);1-11-2021;8:30
5370;11;21,04;22,95;1,13;2,7;68; Utrecht;31-3-2021;8:30
5371;8;11,5;12,95;0,98;3,5;66; Rotterdam;30-11-2021;12:30
5372;12;6,98;7,95;1,25;2,1;83; Utrecht;1-11-2021;8:30
5373;5;18,35;20,95;0,86;2,9;54; Den Haag ('s-Gravenhage);31-8-2021;17:30
5374;7;11,57;12,95;0,67;2,7;45; Rotterdam;30-4-2021;17:30
5375;9;11,24;12,95;0,83;2,3;59; Den Haag ('s-Gravenhage);31-5-2021;12:30
5376;10;21,5;23,95;1,29;2,4;79; Den Haag ('s-Gravenhage);30-11-2021;17:30
5377;6;20,81;22,95;0,76;2,6;47; Rotterdam;30-4-2021;17:30
5378;14;14,11;15,95;1,07;2,8;76; Den Haag ('s-Gravenhage);30-4-2021;12:30
5379;5;13,09;14,95;1,17;2,8;75; Rotterdam;30-11-2021;17:30
5380;10;8,5;9,95;0,63;1,9;42; Utrecht;31-12-2021;8:30
5381;4;15,73;17,95;0,87;2,6;62; Utrecht;30-4-2021;8:30
5382;8;19,31;21,95;0,71;2,5;52; Breda;31-12-2021;8:30
5383;8;19,69;21,95;0,87;2,5;62; Eindhoven;31-3-2021;8:30
5384;4;19,66;22,95;0,74;2,2;55; Tilburg;31-12-2021;17:30
5385;9;12,05;13,95;1,01;2,5;69; Groningen;31-12-2021;12:30
5386;5;19,91;21,95;0,93;3,2;56; Eindhoven;31-8-2021;17:30
5387;13;15,11;17,95;0,72;2,7;53; Groningen;31-3-2021;8:30
5388;6;16,82;18,95;0,8;2,6;56; Utrecht;31-12-2021;8:30
5389;7;16,58;18,95;0,81;1,9;58; Utrecht;30-11-2021;8:30
5390;7;17,57;18,95;0,72;2,9;57; Eindhoven;30-11-2021;12:30
5391;5;18,11;19,95;0,79;2,8;56; Rotterdam;30-11-2021;12:30
5392;6;8,58;9,95;1,01;2,7;64; Tilburg;31-5-2021;8:30
5393;11;9,2;9,95;1,11;3;75; Utrecht;1-3-2021;8:30
5394;6;15,39;17,95;1,22;2,2;80; Groningen;31-8-2021;8:30
